airline_code,airline_id,source_airport_code,source_airport_id,destination_airport_code,destination_airport_id,codeshare,stops,equipment
HZ,4808,BVV,7478,UUS,2933,,0,DH8
HZ,4808,EKS,,UUS,2933,,0,DH8
HZ,4808,OHH,7479,UUS,2933,,0,DH8
HZ,4808,UUS,2933,BVV,7478,,0,DH8
HZ,4808,UUS,2933,EKS,,,0,DH8
HZ,4808,UUS,2933,OHH,7479,,0,DH8
IE,4797,BNY,6919,HIR,4074,,0,DHT
IE,4797,BNY,6919,RNL,5414,,0,DHT
IE,4797,HIR,4074,BNY,6919,,0,DHT
IE,4797,HIR,4074,JJA,,,0,BNI
IE,4797,JJA,,HIR,4074,,0,BNI
IE,4797,RNL,5414,BNY,6919,,0,DHT
IL,10121,DOB,,LUV,6212,,0,AT4
IL,10121,LUV,6212,DOB,,,0,AT4
IR,2922,GSM,5712,MHD,4331,,0,M82
IR,2922,GSM,5712,THR,2131,,0,100 320
IR,2922,MHD,4331,GSM,5712,,0,M82
IR,2922,THR,2131,GSM,5712,,0,100 320
J5,10912,AGN,7135,TKE,7137,,0,DHP
J5,10912,JNU,3492,PEC,7138,,0,DHP
J5,10912,PEC,7138,ELV,7136,,0,DHP
J5,10912,TKE,7137,JNU,3492,,0,DHP
JH,13200,CTS,2287,FSZ,6476,,0,E70
JH,13200,FSZ,6476,CTS,2287,,0,E70
JH,13200,FSZ,6476,FUK,2305,,0,E70
JH,13200,FSZ,6476,KOJ,2307,,0,E70
JH,13200,FUK,2305,FSZ,6476,,0,E70
JH,13200,KOJ,2307,FSZ,6476,,0,E70
JJ,4867,RIG,2611,PET,2603,Y,0,L4T
JL,2987,FSZ,6476,PVG,3406,Y,0,738
JL,2987,PVG,3406,FSZ,6476,Y,0,738
JT,3290,BDJ,3908,KBU,6231,Y,0,ATR
JT,3290,KBU,6231,BDJ,3908,Y,0,ATR
JT,3290,KBU,6231,UPG,3240,Y,0,ATR
JT,3290,MJU,9181,UPG,3240,Y,0,ATR
JT,3290,PUM,8735,UPG,3240,Y,0,ATR
JT,3290,UPG,3240,KBU,6231,Y,0,ATR
JT,3290,UPG,3240,MJU,9181,Y,0,ATR
JT,3290,UPG,3240,PUM,8735,Y,0,ATR
K3,20963,CGA,7144,KLW,7205,,0,DHP
K3,20963,EDA,,KTN,3808,,0,DHP
K3,20963,KCC,7237,EDA,,,0,DHP
K3,20963,KCC,7237,WWP,7152,,0,DHP
K3,20963,KPB,7150,PPV,7151,,0,DHP
K3,20963,KTB,7147,CGA,7144,,0,DHP
K3,20963,KTN,3808,KCC,7237,,0,DHP
K3,20963,KTN,3808,KPB,7150,,0,DHP
K3,20963,KTN,3808,KTB,7147,,0,DHP
K3,20963,NKI,,EDA,,,0,DHP
K3,20963,PPV,7151,KTN,3808,,0,DHP
K3,20963,WWP,7152,NKI,,,0,DHP
KY,13704,CKG,3393,NTG,5475,,0,73G
KY,13704,NTG,5475,CKG,3393,,0,73G
LC,5354,BZV,883,OLL,,,0,737
LC,5354,OLL,,BZV,883,,0,737
LN,3258,BEN,1154,MRA,5804,,0,320 CR9
LN,3258,CAI,1128,MRA,5804,,0,320
LN,3258,HBE,3410,MRA,5804,,0,320
LN,3258,MRA,5804,BEN,1154,,0,320 CR9
LN,3258,MRA,5804,CAI,1128,,0,320
LN,3258,MRA,5804,HBE,3410,,0,320
LN,3258,MRA,5804,SFA,295,,0,CR9 320
LN,3258,MRA,5804,TUN,287,,0,320
LN,3258,QUB,5805,TIP,1157,,0,CR9
LN,3258,SFA,295,MRA,5804,,0,CR9 320
LN,3258,TIP,1157,QUB,5805,,0,CR9
LN,3258,TUN,287,MRA,5804,,0,320
M5,3123,DHB,9540,RCE,8170,Y,0,DHP
M5,3123,DHB,9540,WSX,8173,,0,DHP
M5,3123,FBS,8174,LKE,6457,Y,0,DHP
M5,3123,FBS,8174,RCE,8170,,0,DHP
M5,3123,LKE,6457,FBS,8174,,0,DHP
M5,3123,LKE,6457,SEA,3577,Y,0,DHL
M5,3123,LKE,6457,YWH,4106,Y,0,DHL
M5,3123,LPS,6136,WSX,8173,Y,0,DHP
M5,3123,RCE,8170,DHB,9540,,0,DHP
M5,3123,RCE,8170,FBS,8174,Y,0,DHP
M5,3123,WSX,8173,DHB,9540,Y,0,DHP
M5,3123,WSX,8173,LPS,6136,,0,DHP
M5,3123,YWH,4106,LKE,6457,Y,0,DHL
M6,246,BEL,2526,MEU,,,0,EM2
M6,246,MEU,,BEL,2526,,0,EM2
M6,246,MEU,,ORX,8259,,0,EM2
M6,246,MEU,,STM,4092,,0,EM2
M6,246,STM,4092,MEU,,,0,EM2
M6,246,STM,4092,MTE,,,0,EMB
MH,3378,HYD,,KUL,3304,,0,738
MH,3378,KCH,3263,TGC,6770,Y,0,AT7
MH,3378,KUL,3304,HYD,,,0,738
MH,3378,LBP,5855,MUR,3265,Y,0,DHT
MH,3378,MUR,3265,LBP,5855,Y,0,DHT
MH,3378,TGC,6770,KCH,3263,Y,0,AT7
MI,4750,HYD,,SIN,3316,,0,320 738
MI,4750,SIN,3316,HYD,,,0,738 320
MR,13335,ULN,3380,ULZ,,,0,F50
MR,13335,ULZ,,ULN,3380,,0,F50
MU,1758,FSZ,6476,PVG,3406,,0,738 320
MU,1758,JGS,6428,SHA,3391,Y,0,738
MU,1758,JGS,6428,SZX,3374,,0,320
MU,1758,JGS,6428,XIY,3379,,0,320
MU,1758,KMG,3382,WNH,7528,,0,737
MU,1758,PVG,3406,FSZ,6476,,0,738 320
MU,1758,PVG,3406,TVS,8858,Y,0,738
MU,1758,SHA,3391,JGS,6428,Y,0,738
MU,1758,SZX,3374,JGS,6428,,0,320
MU,1758,TVS,8858,PVG,3406,Y,0,738
MU,1758,WNH,7528,KMG,3382,,0,737
MU,1758,XIY,3379,JGS,6428,,0,320
MY,3498,BZE,1957,CUK,5454,,0,CNC
MY,3498,BZE,1957,DGA,7287,,0,CNC
MY,3498,BZE,1957,TZA,6463,,0,CNC
MY,3498,CUK,5454,BZE,1957,,0,CNC
MY,3498,CUK,5454,SPR,4279,,0,CNC
MY,3498,CZH,7029,ORZ,,,0,CNC
MY,3498,CZH,7029,SPR,4279,,0,CNC
MY,3498,DGA,7287,BZE,1957,,0,CNC
MY,3498,DGA,7287,INB,9757,,0,CNC
MY,3498,DGA,7287,PLJ,7288,,0,CNC
MY,3498,DGA,7287,SVK,9756,,0,CNC
MY,3498,INB,9757,PLJ,7288,,0,CNC
MY,3498,INB,9757,PND,5455,,0,CNC
MY,3498,ORZ,,CZH,7029,,0,CNC
MY,3498,ORZ,,SPR,4279,,0,CNC
MY,3498,PLJ,7288,DGA,7287,,0,CNC
MY,3498,PLJ,7288,INB,9757,,0,CNC
MY,3498,PLJ,7288,PND,5455,,0,CNC
MY,3498,PLJ,7288,SVK,9756,,0,CNC
MY,3498,PND,5455,INB,9757,,0,CNC
MY,3498,SPR,4279,CUK,5454,,0,CNC
MY,3498,SPR,4279,CZH,7029,,0,CNC
MY,3498,SPR,4279,ORZ,,,0,CNC
MY,3498,SPR,4279,TZA,6463,,0,CNC
MY,3498,SVK,9756,DGA,7287,,0,CNC
MY,3498,SVK,9756,INB,9757,,0,CNC
MY,3498,SVK,9756,PLJ,7288,,0,CNC
MY,3498,TZA,6463,BZE,1957,,0,CNC
MY,3498,TZA,6463,DGA,7287,,0,CNC
MY,3498,TZA,6463,SPR,4279,,0,CNC
NH,324,CTS,2287,FSZ,6476,,0,737
NH,324,FSZ,6476,CTS,2287,,0,737
NH,324,FSZ,6476,ICN,3930,Y,0,320
NH,324,FSZ,6476,OKA,2384,,0,737
NH,324,ICN,3930,FSZ,6476,Y,0,320
NH,324,OKA,2384,FSZ,6476,,0,737
NHG,3574,PET,2603,RIG,2611,,0,L4T
NHG,3574,RIG,2611,PET,2603,,0,L4T
NHG,3574,RIG,2611,POA,2599,,0,L4T
NY,896,KUS,4248,RKV,18,,0,DH8
NY,896,RKV,18,KUS,4248,,0,DH8
O4,,ACC,248,KMS,5556,,0,ATR
O4,,ACC,248,NYI,251,,0,ATR
O4,,ACC,248,TKD,252,,0,ATR
O4,,ACC,248,TML,249,,0,ATR
O4,,KMS,5556,ACC,248,,0,ATR
O4,,NYI,251,ACC,248,,0,ATR
O4,,TKD,252,ACC,248,,0,ATR
O4,,TML,249,ACC,248,,0,ATR
OZ,28,FSZ,6476,ICN,3930,,0,321 320
OZ,28,ICN,3930,FSZ,6476,,0,321 320
P0,4066,MNS,,LUN,907,,0,CN2
P0,4066,NLA,910,MNS,,,0,CN2
P1,,CLT,3876,LUK,3681,Y,0,FRJ
P1,,CVG,3488,MMU,7657,,0,FRJ
P1,,LUK,3681,CLT,3876,Y,0,FRJ
P1,,LUK,3681,MDW,3747,Y,0,FRJ
P1,,LUK,3681,MMU,7657,Y,0,FRJ
P1,,MBL,7054,MDW,3747,Y,0,J32
P1,,MDW,3747,LUK,3681,Y,0,FRJ
P1,,MDW,3747,MBL,7054,Y,0,J32
P1,,MMU,7657,CVG,3488,,0,FRJ
P1,,MMU,7657,LUK,3681,Y,0,FRJ
P2,,JRO,1180,WIL,1147,,0,DHT
P2,,LAU,1144,MYD,5694,,0,DH8
P2,,MRE,7424,WIL,1147,,0,DH7 DHT
P2,,MYD,5694,WIL,1147,,0,DH8
P2,,NYK,5695,MRE,7424,,0,CNA
P2,,NYK,5695,UAS,6773,,0,CNA
P2,,UAS,6773,NYK,5695,,0,CNA
P2,,UAS,6773,WIL,1147,,0,CNA
P2,,UKA,7976,WIL,1147,,0,DH8
P2,,WIL,1147,JRO,1180,,0,DHT
P2,,WIL,1147,LAU,1144,,0,DH8
P2,,WIL,1147,MRE,7424,,0,DH7 DHT
P2,,WIL,1147,NYK,5695,,0,CNA
P2,,WIL,1147,UAS,6773,,0,CNA
P2,,WIL,1147,UKA,7976,,0,DH8
P6,,YBC,27,YQB,111,,0,J32
P6,,YBC,27,YWK,161,,0,J32
P6,,YBG,28,YHU,71,,0,J32
P6,,YBG,28,YQB,111,,0,AT4
P6,,YBG,28,YZV,202,,0,J32
P6,,YGR,65,YQB,111,,0,PL2 J32
P6,,YGR,65,YVB,6775,,0,J32 PL2
P6,,YGV,7255,YZV,202,,0,J32
P6,,YHU,71,YBG,28,,0,J32
P6,,YHU,71,YQB,111,,0,J32 PL2
P6,,YHU,71,YVO,153,,0,J32
P6,,YHU,71,YZV,202,,0,J32
P6,,YQB,111,YBC,27,,0,J32
P6,,YQB,111,YGR,65,,0,J32 PL2
P6,,YQB,111,YHU,71,,0,J32 PL2
P6,,YQB,111,YVB,6775,,0,PL2
P6,,YQB,111,YWK,161,,0,AT4
P6,,YQB,111,YYY,192,,0,AT4 J32
P6,,YQB,111,YZV,202,,0,J32
P6,,YUY,149,YVO,153,,0,J32
P6,,YVB,6775,YGR,65,,0,PL2 J32
P6,,YVB,6775,YYY,192,,0,J32 PL2
P6,,YVB,6775,ZBF,5538,,0,J32
P6,,YVO,153,YHU,71,,0,J32
P6,,YVO,153,YUY,149,,0,J32
P6,,YWK,161,YBC,27,,0,J32
P6,,YWK,161,YBG,28,,0,AT4
P6,,YWK,161,YVB,6775,,0,J32
P6,,YWK,161,YZV,202,,0,J32 AT4
P6,,YYY,192,YQB,111,,0,J32 AT4 PL2
P6,,YYY,192,YVB,6775,,0,J32
P6,,YYY,192,YZV,202,,0,AT4
P6,,YZV,202,YBG,28,,0,J32
P6,,YZV,202,YGV,7255,,0,J32
P6,,YZV,202,YHU,71,,0,J32
P6,,YZV,202,YQB,111,,0,J32
P6,,YZV,202,YWK,161,,0,AT4 J32
P6,,YZV,202,YYY,192,,0,AT4
PB,,YAY,24,YBX,5485,,0,SFB
PB,,YAY,24,YYR,188,,0,DH1
PB,,YAY,24,YYT,189,,0,SFB DH1
PB,,YBX,5485,YAY,24,,0,SFB
PB,,YBX,5485,YYR,188,,0,SFB
PB,,YCL,36,YHZ,73,,0,SFB
PB,,YCL,36,YWK,161,,0,SFB
PB,,YDF,45,YYR,188,,0,DH1 SFB
PB,,YDF,45,YYT,189,,0,SFB DH1
PB,,YDP,5488,YNP,,,0,DHT
PB,,YDP,5488,YYR,188,,0,DHT
PB,,YHO,5502,YMN,5492,,0,DHT
PB,,YHO,5502,YNP,,,0,DHT
PB,,YHZ,73,YCL,36,,0,SFB
PB,,YJT,77,YDF,45,,0,SFB
PB,,YKL,80,YWK,161,,0,SFB
PB,,YMN,5492,YHO,5502,,0,DHT
PB,,YMN,5492,YSO,7252,,0,DHT
PB,,YNP,,YDP,5488,,0,DHT
PB,,YNP,,YHO,5502,,0,DHT
PB,,YQB,111,YUL,146,,0,DH1
PB,,YQB,111,YZV,202,,0,DH1
PB,,YSO,7252,YMN,5492,,0,DHT
PB,,YSO,7252,YYR,188,,0,DHT
PB,,YUL,146,YQB,111,,0,DH1
PB,,YUL,146,YWK,161,,0,DH1
PB,,YUL,146,YZV,202,,0,DH1
PB,,YWK,161,YCL,36,,0,SFB
PB,,YWK,161,YKL,80,,0,SFB
PB,,YWK,161,YUL,146,,0,DH1
PB,,YWK,161,YYR,188,,0,DH1
PB,,YWK,161,YZV,202,,0,DH1
PB,,YWK,161,ZUM,5550,,0,DH1
PB,,YYR,188,YAY,24,,0,DH1
PB,,YYR,188,YBX,5485,,0,SFB
PB,,YYR,188,YDF,45,,0,DH1
PB,,YYR,188,YDP,5488,,0,DHT
PB,,YYR,188,YSO,7252,,0,DHT
PB,,YYR,188,YWK,161,,0,DH1
PB,,YYR,188,YYT,189,,0,DH1 SFB
PB,,YYR,188,ZUM,5550,,0,DH1
PB,,YYT,189,YAY,24,,0,SFB DH1
PB,,YYT,189,YDF,45,,0,DH1 SFB
PB,,YYT,189,YJT,77,,0,SFB
PB,,YYT,189,YYR,188,,0,DH1
PB,,YZV,202,YQB,111,,0,DH1
PB,,YZV,202,YUL,146,,0,DH1
PB,,YZV,202,YWK,161,,0,DH1
PB,,ZUM,5550,YWK,161,,0,DH1
PB,,ZUM,5550,YYR,188,,0,DH1
PI,3969,MQJ,,YKS,2923,,0,AN4
PI,3969,NER,,YKS,2923,,0,AN4
PI,3969,SUK,,YKS,2923,,0,AN4
PI,3969,YKS,2923,MQJ,,,0,AN4
PI,3969,YKS,2923,NER,,,0,AN4
PI,3969,YKS,2923,SUK,,,0,AN4
PL,179,NAS,1953,RCY,,,0,ATP
PL,179,NAS,1953,TBI,,,0,ATP
PL,179,RCY,,NAS,1953,,0,ATP
PL,179,TBI,,NAS,1953,,0,ATP
PM,5016,GLN,9823,LPA,1054,,0,AT4
PM,5016,LPA,1054,GLN,9823,,0,AT4
PX,328,BUA,5419,LNV,5979,,0,DH8
PX,328,BUL,,POM,5,,0,DH8
PX,328,LNV,5979,POM,5,,0,DH3 DH8
PX,328,LNV,5979,RAB,5435,,0,DH3
PX,328,POM,5,LNV,5979,,0,DH8 DH3
PX,328,RAB,5435,LNV,5979,,0,DH3 DH8
Q2,13108,FVM,10119,MLE,3156,,0,DH2
Q2,13108,MLE,3156,FVM,10119,,0,DH2
Q5,10,CKX,,TKJ,7235,,0,CNA
Q5,10,TKJ,7235,CKX,,,0,CNA
Q7,20686,ATC,5857,TBI,,,0,SF3
Q7,20686,NAS,1953,TBI,,,0,SF3
Q7,20686,TBI,,ATC,5857,,0,SF3
Q7,20686,TBI,,NAS,1953,,0,SF3
Q9,11838,YIF,6789,ZGS,,,0,BEH
Q9,11838,YNA,94,ZGS,,,0,BEH
Q9,11838,ZGS,,YIF,6789,,0,BEH
Q9,11838,ZGS,,YNA,94,,0,BEH
QB,2541,DXB,2188,GSM,5712,,0,F50
QB,2541,GSM,5712,DXB,2188,,0,F50
QB,2541,GSM,5712,KIH,2109,,0,F50
QB,2541,GSM,5712,SYZ,2157,,0,F50
QB,2541,KIH,2109,GSM,5712,,0,F50
QB,2541,SXI,,SYZ,2157,,0,F50
QB,2541,SYZ,2157,GSM,5712,,0,F50
QB,2541,SYZ,2157,SXI,,,0,F50
QF,4089,BNE,3320,ZBL,,Y,0,DH8 DH3
QF,4089,ZBL,,BNE,3320,Y,0,DH8 DH3
QR,4091,DOH,11051,HYD,,,0,321
QR,4091,HYD,,DOH,11051,,0,321
QV,3233,HOE,,VTE,3120,,0,AT7
QV,3233,VTE,3120,HOE,,,0,AT7
R3,1287,IKT,2937,NER,,,0,DH4
R3,1287,KHV,2927,NER,,,0,DH4
R3,1287,KHV,2927,NGK,,,0,DH4
R3,1287,KHV,2927,OHH,7479,,0,DH4
R3,1287,MQJ,,YKS,2923,,0,A40
R3,1287,NER,,IKT,2937,,0,DH4
R3,1287,NER,,KHV,2927,,0,DH4
R3,1287,NER,,VKO,2988,,0,73W
R3,1287,NER,,YKS,2923,,0,A40
R3,1287,NGK,,KHV,2927,,0,DH4
R3,1287,OHH,7479,KHV,2927,,0,DH4
R3,1287,VKO,2988,NER,,,0,73W
R3,1287,YKS,2923,MQJ,,,0,A40
R3,1287,YKS,2923,NER,,,0,A40
RG,5368,AZI,2180,ZDY,8962,,0,ERJ
RG,5368,ZDY,8962,AZI,2180,,0,ERJ
RJ,4259,AMM,2170,MRA,5804,,0,E95 E75
RJ,4259,AMM,2170,OSM,,,0,E75 E95
RJ,4259,MRA,5804,AMM,2170,,0,E95 E75
RJ,4259,OSM,,AMM,2170,,0,E75 E95
RL,11857,AMM,2170,OSM,,,0,320
RL,11857,OSM,,AMM,2170,,0,320
S2,241,BLR,3131,HYD,,Y,0,AT7
S2,241,BOM,2997,HYD,,Y,0,738 73G 73H
S2,241,DEL,3093,HYD,,Y,0,73W 738
S2,241,HYD,,BLR,3131,Y,0,AT7
S2,241,HYD,,BOM,2997,Y,0,738 73G 73H
S2,241,HYD,,DEL,3093,Y,0,738 73W
S2,241,HYD,,MAA,3144,Y,0,738 AT7
S2,241,HYD,,PNQ,3017,Y,0,AT7
S2,241,HYD,,RJA,3148,Y,0,AT7
S2,241,MAA,3144,HYD,,Y,0,738
S2,241,PNQ,3017,HYD,,Y,0,AT7
S2,241,RJA,3148,HYD,,Y,0,AT7
S5,4822,IMP,2572,BSS,,,0,CNC
SG,4375,AMD,2994,HYD,,,0,737
SG,4375,BLR,3131,HYD,,,0,737 DH8
SG,4375,BOM,2997,HYD,,,0,737
SG,4375,CCU,3043,HYD,,,0,737
SG,4375,CJB,3135,HYD,,,0,DH8
SG,4375,COK,3136,HYD,,,0,737 DH8
SG,4375,DEL,3093,HYD,,,0,737
SG,4375,GOI,3007,HYD,,,0,DH8 737
SG,4375,HYD,,AMD,2994,,0,737
SG,4375,HYD,,BLR,3131,,0,DH8 737
SG,4375,HYD,,BOM,2997,,0,737
SG,4375,HYD,,CCU,3043,,0,737
SG,4375,HYD,,CJB,3135,,0,DH8
SG,4375,HYD,,COK,3136,,0,737 DH8
SG,4375,HYD,,DEL,3093,,0,737
SG,4375,HYD,,GOI,3007,,0,DH8 737
SG,4375,HYD,,IDR,3008,,0,DH8
SG,4375,HYD,,IXM,3142,,0,DH8
SG,4375,HYD,,MAA,3144,,0,DH8 737
SG,4375,HYD,,PNQ,3017,,0,DH8
SG,4375,HYD,,RJA,3148,,0,DH8
SG,4375,HYD,,TIR,3151,,0,DH8
SG,4375,HYD,,VGA,3134,,0,DH8
SG,4375,HYD,,VTZ,3066,,0,737
SG,4375,IDR,3008,HYD,,,0,DH8
SG,4375,IXM,3142,HYD,,,0,DH8
SG,4375,MAA,3144,HYD,,,0,737 DH8
SG,4375,MAA,3144,TCR,9842,,0,DH8
SG,4375,PNQ,3017,HYD,,,0,DH8
SG,4375,RJA,3148,HYD,,,0,DH8
SG,4375,TCR,9842,MAA,3144,,0,DH8
SG,4375,TIR,3151,HYD,,,0,DH8
SG,4375,VGA,3134,HYD,,,0,DH8
SG,4375,VTZ,3066,HYD,,,0,737
SQ,4435,HYD,,SIN,3316,Y,0,320 738
SQ,4435,SIN,3316,HYD,,Y,0,738 320
SV,4533,DMM,2064,HYD,,,0,772
SV,4533,HYD,,DMM,2064,,0,772
SV,4533,HYD,,JED,2072,,0,772
SV,4533,HYD,,RUH,2082,,0,772
SV,4533,JED,2072,WAE,,,0,E70
SV,4533,RUH,2082,HYD,,,0,772
SV,4533,RUH,2082,WAE,,,0,E70
SV,4533,WAE,,JED,2072,,0,E70
SV,4533,WAE,,RUH,2082,,0,E70
T7,4965,MLH,,MRS,1353,,0,BEH
T7,4965,MRS,1353,MLH,,,0,BEH
TG,4940,BKK,3885,HYD,,,0,320
TG,4940,HYD,,BKK,3885,,0,320
TK,4951,ESB,1682,KCO,,Y,0,73W
TK,4951,IST,1701,MRA,5804,,0,319
TK,4951,IST,1701,NOP,,,0,319 320
TK,4951,IST,1701,OSM,,,0,73W
TK,4951,KCO,,ESB,1682,Y,0,73W
TK,4951,MRA,5804,IST,1701,,0,319
TK,4951,NOP,,IST,1701,,0,319 320
TK,4951,OSM,,IST,1701,,0,73W
TR,4936,HYD,,SIN,3316,,0,320
TR,4936,SIN,3316,HYD,,,0,320
TU,4870,MRA,5804,TUN,287,,0,32A 320 319
TU,4870,TUN,287,MRA,5804,,0,32A 320 319
UA,5209,IGM,6132,PGA,4124,Y,0,BE1
UA,5209,LAX,3484,IGM,6132,Y,0,BE1
UL,4349,BTC,,GIU,9229,,0,CNC
UL,4349,DIW,7562,KCT,6169,,0,CNC
UL,4349,GIU,9229,BTC,,,0,CNC
UL,4349,KCT,6169,DIW,7562,,0,CNC
UR,15814,SCW,2989,UTS,,,0,AN4
UR,15814,UTS,,SCW,2989,,0,AN4
V0,1886,CBS,,CCS,2851,,0,ATR
V0,1886,CCS,2851,CBS,,,0,ATR
VN,5309,SGN,3205,THD,9135,,0,321
VN,5309,THD,9135,SGN,3205,,0,321
VT,692,KHZ,,KXU,,,0,ATR
VT,692,KXU,,PPT,4075,,0,ATR
VT,692,PPT,4075,RKA,,,0,ATR
VT,692,RKA,,KHZ,,,0,ATR
W3,20976,ABB,,ABV,260,,0,73G
W3,20976,ABB,,LOS,273,,0,73G
W3,20976,ABV,260,ABB,,,0,73G
W3,20976,ABV,260,GMO,,,0,CR9 DH4
W3,20976,GMO,,ABV,260,,0,CR9 DH4
W3,20976,LOS,273,ABB,,,0,73G
W4,16660,JAU,,LIM,2789,,0,DH8
W4,16660,LIM,2789,JAU,,,0,DH8
W6,5461,BEG,1739,MLH,,,0,320
W6,5461,GSE,691,TZL,,,0,320
W6,5461,MLH,,BEG,1739,,0,320
W6,5461,MLH,,SKP,1737,,0,320
W6,5461,MLH,,TZL,,,0,320
W6,5461,MMX,708,TZL,,,0,320
W6,5461,SKP,1737,MLH,,,0,320
W6,5461,TZL,,GSE,691,,0,320
W6,5461,TZL,,MLH,,,0,320
W6,5461,TZL,,MMX,708,,0,320
WF,5439,BGO,636,FDE,4389,,0,DH1
WF,5439,FDE,4389,BGO,636,,0,DH1
WF,5439,FDE,4389,OSL,644,,0,DH1
WF,5439,FRO,643,FDE,4389,,0,DH1
WF,5439,OSL,644,FDE,4389,,0,DH1
WJ,5399,YDP,5488,YNP,,,0,DHT
WJ,5399,YHO,5502,YNP,,,0,DHT
WJ,5399,YHR,5503,ZGS,,,0,DHT BE1
WJ,5399,YNA,94,ZGS,,,0,DHT
WJ,5399,YNP,,YDP,5488,,0,DHT
WJ,5399,YNP,,YHO,5502,,0,DHT
WJ,5399,YZV,202,ZGS,,,0,BE1
WJ,5399,ZGS,,YHR,5503,,0,DHT BE1
WJ,5399,ZGS,,YNA,94,,0,DHT
WJ,5399,ZGS,,YZV,202,,0,BE1
WJ,5399,ZGS,,ZKG,8217,,0,DHT
WJ,5399,ZKG,8217,ZGS,,,0,DHT
WT,,KEW,8355,YRL,5527,,0,BEH
WT,,KIF,5469,WNN,5466,,0,BEH
WT,,KIF,5469,YXL,169,,0,BEH
WT,,MSA,5544,XBE,5468,,0,BEH
WT,,MSA,5544,YXL,169,,0,BEH
WT,,MSA,5544,ZPB,5546,,0,BEH
WT,,MSA,5544,ZRJ,5547,,0,BEH
WT,,SUR,5464,YXL,169,,0,BEH
WT,,WNN,5466,KIF,5469,,0,BEH
WT,,WNN,5466,SUR,5464,,0,BEH
WT,,WNN,5466,YXL,169,,0,BEH
WT,,XBE,5468,MSA,5544,,0,BEH
WT,,XBE,5468,YAX,5465,,0,BEH
WT,,XBE,5468,YTL,5531,,0,BEH
WT,,XBE,5468,YXL,169,,0,BEH
WT,,XKS,5480,YTL,5531,,0,BEH
WT,,XKS,5480,YXL,169,,0,BEH
WT,,YAC,5478,YXL,169,,0,BEH
WT,,YAC,5478,ZRJ,5547,,0,BEH
WT,,YAX,5465,XBE,5468,,0,BEH
WT,,YAX,5465,YTL,5531,,0,BEH
WT,,YER,5489,YAX,5465,,0,BEH
WT,,YER,5489,YTL,5531,,0,BEH
WT,,YER,5489,YXL,169,,0,BEH
WT,,YFH,5491,YLH,5510,,0,BEH
WT,,YFH,5491,YOG,5470,,0,PL2
WT,,YFH,5491,YQT,121,,0,PL2 BEH
WT,,YHP,5471,YNO,5467,,0,BEH
WT,,YHP,5471,YRL,5527,,0,PL2 BEH
WT,,YLH,5510,YFH,5491,,0,BEH PL2
WT,,YLH,5510,YWP,5533,,0,BEH
WT,,YNO,5467,YHP,5471,,0,PL2 BEH
WT,,YNO,5467,YRL,5527,,0,BEH
WT,,YOG,5470,YFH,5491,,0,PL2
WT,,YPL,105,YQT,121,,0,PL2
WT,,YPM,5521,YHP,5471,,0,BEH
WT,,YPM,5521,YNO,5467,,0,PL2 BEH
WT,,YPM,5521,YRL,5527,,0,PL2
WT,,YPM,5521,YVZ,5532,,0,BEH
WT,,YPM,5521,YXL,169,,0,BEH
WT,,YQT,121,YFH,5491,,0,BEH PL2
WT,,YQT,121,YWP,5533,,0,BEH PL2
WT,,YQT,121,YXL,169,,0,BEH
WT,,YRL,5527,YPM,5521,,0,BEH PL2
WT,,YRL,5527,YVZ,5532,,0,BEH
WT,,YRL,5527,YXL,169,,0,BEH PL2
WT,,YRL,5527,ZSJ,5548,,0,PL2
WT,,YTL,5531,XBE,5468,,0,BEH
WT,,YTL,5531,XKS,5480,,0,BEH
WT,,YTL,5531,YER,5489,,0,BEH
WT,,YTL,5531,YXL,169,,0,BEH
WT,,YVZ,5532,ZSJ,5548,,0,BEH
WT,,YWP,5533,YLH,5510,,0,BEH PL2
WT,,YWP,5533,YPL,105,,0,BEH
WT,,YXL,169,KIF,5469,,0,BEH
WT,,YXL,169,MSA,5544,,0,BEH
WT,,YXL,169,WNN,5466,,0,BEH
WT,,YXL,169,XBE,5468,,0,BEH
WT,,YXL,169,XKS,5480,,0,BEH
WT,,YXL,169,YAC,5478,,0,BEH
WT,,YXL,169,YAX,5465,,0,BEH
WT,,YXL,169,YER,5489,,0,BEH
WT,,YXL,169,YQT,121,,0,BEH DH1
WT,,YXL,169,YRL,5527,,0,BEH PL2
WT,,YXL,169,YTL,5531,,0,BEH
WT,,YXL,169,ZPB,5546,,0,BEH
WT,,YXL,169,ZRJ,5547,,0,BEH
WT,,YXL,169,ZSJ,5548,,0,BEH PL2
WT,,ZPB,5546,MSA,5544,,0,BEH
WT,,ZPB,5546,YXL,169,,0,BEH
WT,,ZRJ,5547,MSA,5544,,0,BEH
WT,,ZRJ,5547,YAC,5478,,0,BEH
WT,,ZSJ,5548,KEW,8355,,0,BEH
WT,,ZSJ,5548,YPM,5521,,0,PL2
WT,,ZSJ,5548,YRL,5527,,0,PL2 BEH
WY,3778,HYD,,MCT,2194,,0,738
WY,3778,MCT,2194,HYD,,,0,738
X4,,EXI,7141,JNU,3492,,0,PA1
X4,,JNU,3492,EXI,7141,,0,PA1
X4,,JNU,3492,KAE,7243,,0,CNC PA2
X4,,KAE,7243,JNU,3492,,0,CNC PA2
XU,,ADE,3977,BBO,1122,,0,EM2
